Tournament,Stage,Match Type,Map,Agent,Pick Rate
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,All Maps,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,All Maps,sage,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,All Maps,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,All Maps,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,All Maps,brimstone,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,All Maps,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,omen,75%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,tejo,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,cypher,25%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,yoru,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,jett,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,viper,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,fade,75%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,sova,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,raze,75%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,kayo,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,killjoy,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,breach,25%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,gekko,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,deadlock,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,astra,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,neon,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,chamber,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,vyse,25%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,iso,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,harbor,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,phoenix,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,sage,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,brimstone,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Split,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,omen,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,tejo,75%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,cypher,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,yoru,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,jett,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,viper,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,fade,25%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,sova,25%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,raze,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,kayo,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,killjoy,25%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,breach,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,gekko,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,deadlock,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,astra,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,neon,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,chamber,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,vyse,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,iso,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,harbor,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,phoenix,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,sage,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,brimstone,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,omen,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,tejo,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,cypher,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,yoru,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,jett,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,viper,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,fade,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,sova,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,raze,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,kayo,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,killjoy,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,breach,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,gekko,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,deadlock,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,astra,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,neon,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,chamber,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,vyse,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,iso,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,harbor,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,phoenix,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,sage,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,brimstone,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Haven,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,omen,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,tejo,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,cypher,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,yoru,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,jett,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,viper,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,fade,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,sova,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,raze,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,kayo,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,killjoy,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,breach,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,gekko,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,deadlock,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,astra,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,neon,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,chamber,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,vyse,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,iso,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,harbor,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,phoenix,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,sage,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,brimstone,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,yoru,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,breach,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,cypher,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,tejo,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,omen,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,brimstone,33%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,deadlock,33%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,raze,33%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,vyse,17%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,viper,17%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,sova,17%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,sage,17%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,neon,17%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,astra,17%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,jett,17%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,iso,17%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,fade,17%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,kayo,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,phoenix,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,harbor,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,gekko,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,chamber,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,All Maps,killjoy,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,yoru,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,breach,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,cypher,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,tejo,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,omen,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,brimstone,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,deadlock,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,raze,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,vyse,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,viper,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,sova,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,sage,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,neon,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,astra,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,jett,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,iso,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,fade,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,kayo,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,phoenix,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,harbor,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,gekko,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,chamber,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Haven,killjoy,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,yoru,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,breach,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,cypher,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,tejo,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,omen,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,brimstone,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,deadlock,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,raze,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,vyse,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,viper,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,sova,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,sage,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,neon,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,astra,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,jett,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,iso,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,fade,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,kayo,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,phoenix,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,harbor,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,gekko,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,chamber,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Fracture,killjoy,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,yoru,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,breach,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,cypher,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,tejo,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,omen,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,brimstone,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,deadlock,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,raze,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,vyse,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,viper,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,sova,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,sage,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,neon,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,astra,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,jett,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,iso,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,fade,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,kayo,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,phoenix,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,harbor,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,gekko,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,chamber,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 3,Split,killjoy,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,omen,67%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,cypher,67%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,yoru,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,jett,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,sova,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,viper,33%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,tejo,33%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,killjoy,33%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,gekko,33%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,deadlock,33%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,iso,17%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,kayo,17%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,neon,17%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,vyse,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,brimstone,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,chamber,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,raze,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,sage,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,harbor,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,phoenix,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,breach,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,fade,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,All Maps,astra,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,omen,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,cypher,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,yoru,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,jett,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,sova,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,viper,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,tejo,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,killjoy,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,gekko,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,deadlock,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,iso,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,kayo,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,neon,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,vyse,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,brimstone,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,chamber,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,raze,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,sage,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,harbor,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,phoenix,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,breach,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,fade,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Haven,astra,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,omen,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,cypher,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,yoru,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,jett,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,sova,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,viper,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,tejo,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,killjoy,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,gekko,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,deadlock,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,iso,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,kayo,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,neon,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,vyse,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,brimstone,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,chamber,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,raze,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,sage,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,harbor,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,phoenix,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,breach,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,fade,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Ascent,astra,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,omen,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,cypher,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,yoru,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,jett,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,sova,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,viper,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,tejo,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,killjoy,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,gekko,100%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,deadlock,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,iso,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,kayo,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,neon,50%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,skye,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,waylay,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,vyse,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,brimstone,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,chamber,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,clove,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,raze,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,sage,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,reyna,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,harbor,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,phoenix,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,breach,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,fade,0%
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Icebox,astra,0%
VCT 2025: EMEA Stage 1,Group Stage,Week 1,All Maps,tejo,57%
VCT 2025: EMEA Stage 1,Group Stage,Week 1,All Maps,omen,53%
VCT 2025: EMEA Stage 1,Group Stage,Week 1,All Maps,yoru,43%
VCT 2025: EMEA Stage 1,Group Stage,Week 1,All Maps,breach,43%
VCT 2025: EMEA Stage 1,Group Stage,Week 1,All Maps,viper,43%
VCT 2025: EMEA Stage 1,Group Stage,Week 1,All Maps,cypher,43%
VCT 2025: EMEA Stage 1,Group Stage,Week 1,All Maps,astra,30%
