tournament,stage,match_type,match_name,map,elimination,detonated,defused,time_expiry_no_plant,eliminated,defused_failed,detonation_denied,time_expiry_failed_to_plant,team_id
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,Ascent,6,2,2,1,8,1,4,0,624
VCT 2025: Pacific Stage 1,Group Stage,Week 2,BOOM Esports vs Global Esports,Haven,9,1,3,0,9,0,2,0,466
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,Lotus,10,0,3,0,4,0,0,0,5448
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Lotus,9,1,1,0,10,1,2,0,14137
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,Split,3,1,2,1,10,1,2,0,12685
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Icebox,7,3,2,1,3,0,2,0,11058
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Fracture,5,0,2,0,10,0,3,0,466
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Pearl,7,2,4,0,4,3,2,0,2
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,LEVIATÁN vs FURIA,Split,2,3,1,0,9,3,1,0,2406
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,G2 Esports vs LEVIATÁN,Fracture,9,1,3,0,7,0,2,0,11058
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Abyss,3,2,4,0,7,1,5,0,11058
VCT 2025: China Kickoff,Main Event,Lower Round 1,Titan Esports Club vs JDG Esports,Abyss,9,3,1,0,1,1,1,0,13576
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Icebox,9,0,3,0,10,0,4,0,120
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,Lotus,10,0,3,0,4,0,1,0,2059
VCT 2025: Pacific Stage 2,Group Stage,Week 1,TALON vs ZETA DIVISION,Icebox,9,2,2,0,4,0,1,0,8304
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Heretics vs Wolves Esports,Pearl,8,2,3,0,5,0,2,3,13790
VCT 2025: Pacific Stage 1,Group Stage,Week 2,DRX vs DetonatioN FocusMe,Ascent,10,0,1,2,3,1,4,0,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Pearl,8,1,3,1,8,1,0,1,466
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Pearl,7,0,3,0,10,0,3,0,11981
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Haven,7,1,2,0,10,3,0,0,1120
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,Bind,6,2,3,0,8,2,3,0,397
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Bind,8,2,3,0,6,0,2,0,466
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Bind,7,4,2,0,5,0,2,0,12694
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,Corrode,7,3,3,0,5,1,3,0,878
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Bind,10,0,3,0,7,0,2,0,12010
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Haven,3,0,2,0,6,3,4,0,8304
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,Split,7,2,1,0,12,0,1,0,11328
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Pearl,9,3,1,0,0,0,1,0,278
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,MIBR vs 100 Thieves,Lotus,3,0,1,0,9,3,1,0,7386
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Bind,6,1,0,2,10,0,2,1,120
VCT 2025: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Split,9,1,2,1,3,0,2,1,12064
Valorant Champions 2025,Group Stage,Winner's (C),DRX vs NRG,Haven,2,0,2,0,11,1,1,0,
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Lotus,4,1,7,1,1,2,2,0,2
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Bind,5,1,0,0,8,0,5,0,2359
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Corrode,5,2,1,2,6,2,2,3,188
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,Lotus,9,1,2,1,7,0,3,0,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,Corrode,9,0,3,1,2,1,1,0,8185
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Ascent,7,1,2,0,10,1,2,0,11981
VCT 2025: China Stage 2,Group Stage,Week 4,Bilibili Gaming vs EDward Gaming,Sunset,8,0,5,2,7,0,6,0,12010
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,Split,3,1,2,0,11,1,0,1,11479
VCT 2025: Pacific Stage 1,Group Stage,Week 3,T1 vs Team Secret,Lotus,8,0,0,0,12,0,1,0,6199
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Icebox,9,1,3,0,4,1,4,0,12010
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Icebox,2,0,1,0,11,0,2,0,11981
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,Icebox,4,2,7,0,8,1,2,0,12064
VCT 2025: China Stage 1,Group Stage,Week 5,JDG Esports vs Xi Lai Gaming,Icebox,11,1,1,0,8,1,2,0,13576
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,Split,7,0,1,0,10,2,1,0,2406
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,DRX vs Sentinels,Lotus,8,4,0,1,0,0,3,0,8185
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Bind,1,0,1,0,6,6,1,0,4915
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Abyss,6,5,2,0,4,1,0,0,2593
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,DetonatioN FocusMe vs Paper Rex,Pearl,0,0,1,0,9,3,1,0,624
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Lotus,5,4,4,0,6,0,1,0,11058
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,Ascent,9,2,1,1,13,2,0,0,7386
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Team Liquid vs GIANTX,Lotus,7,0,2,0,10,1,2,0,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 4,DRX vs Global Esports,Icebox,5,4,4,0,5,2,2,1,8185
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Icebox,7,0,3,1,10,1,2,0,13790
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Split,3,0,3,1,9,2,1,1,5448
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,Haven,5,0,1,0,12,0,1,0,731
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Fracture,6,1,1,0,11,0,2,0,1120
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,BOOM Esports vs T1,Bind,6,0,2,0,8,2,3,0,14
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,TALON vs Global Esports,Split,6,0,0,0,12,0,1,0,8304
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Lotus,7,2,4,0,5,1,1,0,188
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Bind,10,1,2,0,3,1,0,1,12010
VCT 2025: China Stage 2,Group Stage,Week 2,FunPlus Phoenix vs Nova Esports,Ascent,6,1,1,0,9,1,3,0,12064
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Xi Lai Gaming vs All Gamers,Lotus,1,0,0,0,7,6,0,0,1119
VCT 2025: China Stage 2,Playoffs,Grand Final,Dragon Ranger Gaming vs Bilibili Gaming,Lotus,6,1,1,1,7,1,5,0,11981
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,Split,10,1,2,0,8,1,1,0,624
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Apeks vs FNATIC,Lotus,6,4,3,0,1,2,2,0,2593
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Haven,7,2,3,1,3,2,3,0,17
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Haven,5,0,0,0,8,0,4,1,11328
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Abyss,9,0,1,1,10,1,2,0,14
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,Gentle Mates vs FNATIC,Fracture,4,0,2,0,6,3,4,0,12694
Valorant Champions 2025,Playoffs,Grand Final,NRG vs FNATIC,Lotus,4,1,1,0,9,2,1,1,2593
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,Lotus,7,2,2,1,11,0,2,1,2355
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,Sunset,12,0,1,0,3,0,0,0,1119
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,Icebox,1,1,1,0,5,0,8,0,13581
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,Fracture,4,0,2,0,9,0,4,0,11060
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Icebox,1,1,4,0,8,3,2,0,8304
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Haven,11,0,2,0,4,1,0,0,2
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Pearl,12,1,1,0,9,0,2,1,5248
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Fracture,8,3,2,0,1,0,5,0,1184
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Bind,8,0,2,0,8,0,3,2,2593
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,Ascent,1,3,0,0,7,0,6,0,2355
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Sunset,5,1,6,1,3,1,1,0,1184
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,Sunset,13,0,0,0,10,0,1,0,397
VCT 2025: Pacific Stage 2,Group Stage,Week 4,BOOM Esports vs ZETA DIVISION,Corrode,8,1,3,1,6,3,0,0,5448
VCT 2025: China Stage 2,Group Stage,Week 2,All Gamers vs Wolves Esports,Bind,2,0,0,0,9,1,3,0,13790
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,Split,11,1,0,1,3,1,2,0,4915
VCT 2025: China Stage 1,Group Stage,Week 5,Bilibili Gaming vs Trace Esports,Ascent,2,2,1,0,12,0,1,0,12685
VCT 2025: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Evil Geniuses,Fracture,10,0,3,0,7,1,2,0,120
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Paper Rex vs T1,Bind,3,1,2,0,9,3,1,0,624
Valorant Champions 2025,Group Stage,Opening (C),Team Liquid vs DRX,Abyss,3,1,4,0,5,4,3,1,474
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,Haven,4,4,1,1,11,0,2,0,13576
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,Fracture,6,1,0,0,11,0,2,0,397
VCT 2025: EMEA Stage 1,Group Stage,Week 2,FUT Esports vs Gentle Mates,Fracture,11,0,5,0,11,2,3,2,12694
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,Icebox,6,3,4,0,4,6,1,0,4915
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Icebox,0,0,2,0,10,1,2,0,474
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Icebox,7,1,5,0,4,0,0,0,878
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Split,0,1,0,0,11,0,2,0,1119
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,Ascent,12,0,0,1,8,1,0,0,11981
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Bind,10,0,2,1,2,1,1,0,14
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Fracture,9,1,2,0,8,2,4,0,14
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Trace Esports vs Dragon Ranger Gaming,Abyss,9,2,2,0,6,1,0,0,12685
VCT 2025: China Stage 2,Group Stage,Week 4,Trace Esports vs Titan Esports Club,Sunset,11,0,2,0,5,1,2,1,14137
VCT 2025: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs EDward Gaming,Lotus,9,1,3,0,5,1,4,0,12010
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,Icebox,6,1,2,0,11,0,2,0,1001
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Liquid vs FUT Esports,Lotus,1,0,0,0,7,0,6,0,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Vitality vs Natus Vincere,Haven,3,1,1,0,8,1,3,1,2059
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DRX vs Paper Rex,Lotus,7,4,2,0,5,1,1,0,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Split,8,1,3,1,4,2,4,0,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Lotus,4,1,4,0,9,1,3,0,878
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,Ascent,9,1,2,1,11,0,0,0,11981
VCT 2025: Americas Stage 1,Group Stage,Week 2,G2 Esports vs MIBR,Pearl,7,2,3,0,7,1,5,1,11058
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,1,0,0,0,7,0,6,0,
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,Haven,4,0,0,0,10,1,2,0,11058
VCT 2025: Americas Stage 1,Playoffs,Upper Semifinals,KRÜ Esports vs MIBR,Lotus,4,2,2,0,8,1,4,0,2355
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Split,10,1,3,0,7,3,0,2,6961
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Bind,9,1,3,0,11,2,2,0,1120
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,Bind,5,2,2,1,7,2,3,1,7386
VCT 2025: Americas Stage 2,Group Stage,Week 1,LEVIATÁN vs LOUD,Ascent,9,2,1,1,9,1,0,0,6961
VCT 2025: Americas Stage 2,Group Stage,Week 1,100 Thieves vs NRG,Bind,6,3,1,0,7,1,4,1,
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Icebox,6,1,3,0,11,0,2,0,474
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,Haven,5,2,4,2,6,1,1,0,7035
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,Ascent,8,2,2,1,11,0,4,0,878
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Lotus,6,0,0,2,9,0,4,0,12064
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Haven,10,0,2,0,8,1,4,1,466
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,Fracture,5,0,2,0,9,3,1,0,13790
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Nova Esports vs Trace Esports,Lotus,3,0,1,0,8,1,4,0,12064
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Xi Lai Gaming,Lotus,4,2,2,1,5,2,6,0,1120
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Icebox,9,0,2,0,9,2,2,0,2355
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,Lotus,7,3,2,0,8,2,4,0,14
VCT 2025: China Kickoff,Main Event,Grand Final,Trace Esports vs EDward Gaming,Abyss,9,3,2,0,13,0,3,0,12685
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Sunset,8,2,2,1,8,2,0,1,1001
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,Sunset,2,0,1,0,9,0,3,1,474
VCT 2025: Americas Stage 2,Group Stage,Week 1,100 Thieves vs NRG,Sunset,3,1,0,0,10,1,2,0,
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Rex Regum Qeon vs Gen.G,Corrode,13,0,0,0,5,1,0,0,878
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,Lotus,9,1,1,2,7,0,2,0,12010
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,3,2,3,1,8,2,3,0,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,Ascent,9,0,4,0,4,0,0,0,474
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Gentle Mates vs KOI,Icebox,10,1,2,0,5,0,0,1,7035
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Nongshim RedForce vs Rex Regum Qeon,Ascent,9,0,3,1,2,1,2,0,878
VCT 2025: China Stage 1,Playoffs,Grand Final,Xi Lai Gaming vs Bilibili Gaming,Lotus,8,1,4,0,6,1,2,1,13581
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Split,8,2,3,0,3,3,3,1,2
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,Lotus,10,2,2,1,10,0,3,0,11058
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Split,11,2,0,0,4,1,0,0,14
Valorant Masters Bangkok 2025,Playoffs,Grand Final,G2 Esports vs T1,Haven,5,2,2,0,9,1,3,0,11058
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,Split,2,0,2,0,10,0,2,1,1184
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Lotus,6,1,2,0,10,0,3,0,878
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,Abyss,9,2,2,0,7,1,1,0,8185
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Split,9,2,3,1,13,0,1,3,14
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Gentle Mates vs GIANTX,Corrode,5,1,1,1,12,0,1,0,14419
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,Haven,6,3,0,0,6,4,3,0,2593
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Icebox,7,0,4,2,3,2,0,0,8185
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,Bind,4,2,2,0,6,2,4,1,466
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Nongshim RedForce vs Global Esports,Corrode,10,1,2,0,6,1,0,0,11060
VCT 2025: China Stage 2,Group Stage,Week 4,All Gamers vs FunPlus Phoenix,Icebox,3,5,4,0,10,0,4,0,11328
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Heretics vs Apeks,Split,5,3,0,0,10,0,3,0,11479
VCT 2025: Pacific Stage 1,Group Stage,Week 1,TALON vs Team Secret,Haven,10,0,3,0,7,0,2,0,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,Haven,12,1,3,1,9,2,4,0,466
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Fracture,2,3,3,0,8,1,4,0,466
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Fracture,9,0,0,1,7,2,4,0,1119
VCT 2025: China Stage 1,Group Stage,Week 5,Dragon Ranger Gaming vs TYLOO,Split,6,1,2,0,10,1,1,1,11981
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,Lotus,5,0,3,0,9,2,2,0,12685
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,Haven,6,1,2,1,10,1,2,0,1001
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Lotus,4,1,1,0,7,1,5,0,8185
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,Fracture,6,0,1,0,8,4,1,0,2406
Valorant Champions 2025,Playoffs,Upper Quarterfinals,FNATIC vs DRX,Haven,4,6,1,0,9,3,1,0,8185
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Haven,4,0,3,0,6,3,3,1,2059
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Lotus,8,2,1,0,9,2,2,0,918
VCT 2025: Pacific Stage 2,Group Stage,Week 3,BOOM Esports vs DetonatioN FocusMe,Lotus,6,2,5,0,6,0,3,1,278
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Bilibili Gaming vs TYLOO,Bind,11,1,1,0,4,2,1,0,12010
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Sentinels vs Paper Rex,Sunset,3,2,5,1,6,3,4,0,2
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,9,1,2,0,12,0,2,0,13790
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Lotus,5,4,3,1,4,1,3,1,397
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Lotus,6,1,1,0,8,3,2,0,8185
VCT 2025: China Stage 1,Playoffs,Upper Round 1,Titan Esports Club vs Wolves Esports,Haven,9,0,1,1,9,0,3,1,14137
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Pearl,9,0,2,1,12,1,1,0,6961
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,EDward Gaming vs T1,Split,5,1,1,0,9,2,2,0,14
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Heretics vs Gentle Mates,Fracture,10,0,2,1,2,1,0,0,1001
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Abyss,8,3,2,0,1,0,2,0,6199
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Haven,6,3,0,2,7,3,3,0,8185
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Corrode,6,5,1,1,5,3,0,0,
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,Icebox,10,1,2,0,7,0,3,1,11981
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Xi Lai Gaming vs All Gamers,Ascent,8,2,2,1,4,1,1,2,13581
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Haven,2,3,1,0,6,1,6,0,17
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Haven,4,7,2,0,8,1,2,0,12685
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,Fracture,3,1,3,0,11,1,1,0,11328
VCT 2025: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Evil Geniuses,Fracture,7,1,2,0,10,0,3,0,5248
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Karmine Corp vs Natus Vincere,Lotus,2,1,3,0,7,2,3,1,4915
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Haven,3,4,5,0,8,1,5,0,
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Corrode,8,0,3,1,6,3,4,1,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Natus Vincere vs Karmine Corp,Sunset,12,0,2,0,5,2,5,0,4915
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Team Vitality vs BBL Esports,Lotus,4,3,6,0,3,3,4,1,2059
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Lotus,6,2,1,0,8,2,3,0,17
VCT 2025: China Stage 2,Group Stage,Week 3,Nova Esports vs All Gamers,Lotus,8,0,5,0,5,1,0,0,1119
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,Ascent,20,0,4,1,20,0,3,0,397
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Icebox,5,1,1,1,9,0,4,0,8185
VCT 2025: China Stage 1,Playoffs,Lower Round 3,EDward Gaming vs Bilibili Gaming,Pearl,11,0,2,0,6,0,5,0,12010
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,Abyss,5,2,1,0,9,2,2,0,918
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,Fracture,4,4,1,3,11,0,2,1,11060
VCT 2025: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Abyss,9,1,3,0,6,0,2,0,13790
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,Sunset,11,1,1,0,7,0,3,0,7386
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Icebox,10,0,2,1,4,0,0,0,4915
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Icebox,9,2,3,0,9,1,2,0,12064
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,Bind,6,3,2,0,11,0,2,0,12685
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,Ascent,5,1,1,1,10,0,3,0,14137
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Sunset,10,1,2,0,5,3,2,0,12010
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Ascent,11,2,0,0,3,0,0,2,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs Karmine Corp,Fracture,9,1,2,1,6,0,2,0,397
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Vitality vs Team Heretics,Icebox,5,4,3,1,1,0,5,0,1001
