tournament,stage,match_type,match_name,action,map,team_id
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,ban,Abyss,624
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Team Heretics vs MIBR,ban,Lotus,7386
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,pick,Lotus,1001
Valorant Champions 2025,Playoffs,Lower Round 3,DRX vs Paper Rex,ban,Abyss,624
VCT 2025: Pacific Stage 2,Group Stage,Week 1,T1 vs Paper Rex,ban,Icebox,14
VCT 2025: Pacific Stage 2,Group Stage,Week 1,ZETA DIVISION vs DetonatioN FocusMe,ban,Ascent,5448
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,pick,Bind,624
VCT 2025: China Stage 2,Group Stage,Week 1,Bilibili Gaming vs TYLOO,ban,Sunset,731
VCT 2025: China Stage 2,Group Stage,Week 4,Bilibili Gaming vs EDward Gaming,ban,Bind,12010
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,pick,Sunset,17
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,pick,Ascent,13790
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Vitality vs Team Heretics,ban,Pearl,2059
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,ban,Fracture,13576
VCT 2025: Americas Stage 1,Group Stage,Week 4,100 Thieves vs 2Game Esports,ban,Fracture,15072
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,ban,Split,188
VCT 2025: EMEA Kickoff,Main Event,Upper Semifinals,FUT Esports vs Team Vitality,ban,Abyss,2059
VCT 2025: EMEA Kickoff,Main Event,Lower Final,Team Heretics vs Team Liquid,pick,Fracture,1001
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,pick,Pearl,8185
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,EDward Gaming vs Nova Esports,pick,Fracture,1120
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,ban,Corrode,2593
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,ban,Corrode,1001
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Gen.G,pick,Sunset,17
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Team Liquid vs FUT Esports,pick,Split,474
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,pick,Pearl,278
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,ban,Ascent,878
VCT 2025: China Stage 1,Group Stage,Week 3,Dragon Ranger Gaming vs EDward Gaming,ban,Fracture,1120
VCT 2025: Americas Stage 1,Group Stage,Week 2,LOUD vs 2Game Esports,ban,Haven,6961
VCT 2025: Americas Stage 1,Group Stage,Week 4,KRÜ Esports vs Evil Geniuses,ban,Ascent,2355
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,pick,Pearl,5248
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,pick,Bind,120
VCT 2025: Americas Kickoff,Main Event,Upper Final,Sentinels vs G2 Esports,ban,Bind,2
VCT 2025: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,pick,Abyss,12064
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,ban,Icebox,1001
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Liquid vs Apeks,ban,Sunset,474
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Natus Vincere vs Karmine Corp,pick,Corrode,4915
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,pick,Ascent,1001
VCT 2025: China Stage 2,Group Stage,Week 4,EDward Gaming vs JDG Esports,pick,Corrode,1120
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,ban,Bind,13576
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,pick,Haven,17
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex vs FNATIC,ban,Ascent,624
VCT 2025: Americas Stage 1,Group Stage,Week 1,Sentinels vs 100 Thieves,ban,Lotus,120
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,ban,Icebox,5248
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,pick,Split,918
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,LOUD vs Sentinels,ban,Bind,2
VCT 2025: Americas Stage 2,Group Stage,Week 1,Cloud9 vs FURIA,ban,Sunset,2406
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,ban,Icebox,120
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,pick,Haven,120
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,ban,Lotus,1184
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,pick,Lotus,2593
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,ban,Lotus,4915
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,pick,Icebox,8304
VCT 2025: China Stage 2,Group Stage,Week 1,All Gamers vs Xi Lai Gaming,pick,Sunset,13581
VCT 2025: China Stage 2,Group Stage,Week 3,FunPlus Phoenix vs Dragon Ranger Gaming,pick,Ascent,11328
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Xi Lai Gaming,pick,Sunset,13581
VCT 2025: China Stage 2,Playoffs,Lower Round 2,Xi Lai Gaming vs All Gamers,ban,Corrode,13581
VCT 2025: China Stage 2,Playoffs,Lower Round 3,EDward Gaming vs Xi Lai Gaming,pick,Corrode,1120
VCT 2025: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs EDward Gaming,ban,Icebox,1120
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Bilibili Gaming vs Sentinels,ban,Pearl,12010
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Bilibili Gaming vs Wolves Esports,ban,Icebox,13790
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Xi Lai Gaming vs Sentinels,ban,Icebox,2
VCT 2025: EMEA Stage 1,Group Stage,Week 3,KOI vs BBL Esports,ban,Fracture,397
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Gen.G vs BOOM Esports,ban,Split,466
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,pick,Pearl,1184
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,pick,Abyss,7386
Valorant Champions 2025,Group Stage,Decider (D),T1 vs G2 Esports,ban,Abyss,14
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,pick,Bind,7386
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,GIANTX vs Natus Vincere,ban,Lotus,4915
VCT 2025: Pacific Stage 2,Group Stage,Week 2,BOOM Esports vs Paper Rex,ban,Ascent,624
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Rex Regum Qeon vs Team Secret,pick,Icebox,878
VCT 2025: China Stage 2,Group Stage,Week 1,JDG Esports vs Trace Esports,ban,Ascent,12685
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,ban,Ascent,11058
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,ban,Ascent,13576
VCT 2025: China Stage 1,Playoffs,Lower Round 2,EDward Gaming vs Dragon Ranger Gaming,ban,Pearl,1120
VCT 2025: Americas Stage 1,Group Stage,Week 5,G2 Esports vs Cloud9,ban,Lotus,188
VCT 2025: EMEA Kickoff,Main Event,Lower Round 2,GIANTX vs Team Liquid,ban,Abyss,14419
Valorant Champions 2025,Group Stage,Opening (D),Dragon Ranger Gaming vs T1,ban,Corrode,14
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,pick,Sunset,2355
VCT 2025: China Stage 2,Playoffs,Lower Round 3,EDward Gaming vs Xi Lai Gaming,ban,Haven,1120
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,ban,Pearl,624
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,pick,Lotus,4915
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,ban,Haven,11479
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Bilibili Gaming vs Trace Esports,pick,Fracture,12010
VCT 2025: Americas Stage 1,Group Stage,Week 3,FURIA vs LEVIATÁN,ban,Fracture,2406
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,G2 Esports vs 100 Thieves,pick,Haven,120
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Apeks vs Gentle Mates,pick,Haven,11479
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,ban,Abyss,12685
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,FNATIC vs BBL Esports,pick,Corrode,2593
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,ban,Ascent,8304
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,ban,Sunset,918
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,ban,Ascent,8304
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Paper Rex vs ZETA DIVISION,ban,Corrode,5448
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,ban,Sunset,17
VCT 2025: China Stage 2,Playoffs,Upper Semifinals,Bilibili Gaming vs TYLOO,pick,Bind,12010
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,ban,Haven,8877
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,ban,Haven,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 2,T1 vs Nongshim RedForce,pick,Icebox,14
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,ban,Fracture,17
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,ban,Haven,12685
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,pick,Icebox,11328
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,ban,Haven,11058
VCT 2025: Americas Stage 1,Playoffs,Upper Final,MIBR vs Sentinels,ban,Ascent,7386
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,pick,Lotus,2359
VCT 2025: China Kickoff,Main Event,Upper Final,Bilibili Gaming vs Trace Esports,ban,Fracture,12010
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs TALON,ban,Corrode,8304
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,ban,Bind,17
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,ban,Ascent,8304
VCT 2025: China Stage 2,Group Stage,Week 3,Wolves Esports vs Dragon Ranger Gaming,ban,Bind,11981
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Team Heretics vs Paper Rex,ban,Haven,624
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,pick,Lotus,17
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,ban,Haven,8304
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,ban,Ascent,878
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,pick,Fracture,878
VCT 2025: Americas Stage 1,Group Stage,Week 4,NRG vs MIBR,ban,Lotus,
VCT 2025: Americas Stage 1,Group Stage,Week 5,MIBR vs FURIA,ban,Haven,2406
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,ban,Lotus,188
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,G2 Esports vs Team Liquid,ban,Fracture,474
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,BBL Esports vs Team Liquid,ban,Abyss,474
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,ban,Abyss,17
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,pick,Lotus,2
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,FunPlus Phoenix vs Titan Esports Club,ban,Lotus,14137
VCT 2025: EMEA Stage 2,Group Stage,Week 5,KOI vs Natus Vincere,pick,Corrode,4915
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,pick,Sunset,14419
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,pick,Bind,11060
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,pick,Lotus,11060
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,pick,Haven,8185
VCT 2025: China Stage 2,Group Stage,Week 3,Titan Esports Club vs Bilibili Gaming,pick,Ascent,14137
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,ban,Lotus,11328
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,pick,Sunset,474
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Liquid vs BBL Esports,ban,Icebox,474
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,ban,Ascent,13581
VCT 2025: China Stage 1,Playoffs,Lower Round 1,Titan Esports Club vs Dragon Ranger Gaming,ban,Split,11981
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,EDward Gaming vs Xi Lai Gaming,ban,Ascent,1120
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs Nongshim RedForce,pick,Haven,5448
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,NRG vs Cloud9,pick,Fracture,
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Bilibili Gaming vs Xi Lai Gaming,ban,Split,12010
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,ban,Haven,624
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,pick,Abyss,878
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,ban,Haven,2593
Valorant Champions 2025,Playoffs,Upper Quarterfinals,FNATIC vs DRX,ban,Corrode,2593
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,ban,Icebox,2
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Vitality vs Team Heretics,ban,Icebox,1001
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Gen.G,ban,Sunset,8185
VCT 2025: Pacific Stage 2,Group Stage,Week 4,TALON vs Paper Rex,pick,Bind,8304
VCT 2025: China Stage 2,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,ban,Bind,12064
VCT 2025: China Stage 2,Group Stage,Week 2,Dragon Ranger Gaming vs All Gamers,pick,Corrode,1119
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,pick,Fracture,4915
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Apeks vs FNATIC,ban,Haven,11479
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Heretics,pick,Pearl,4915
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,pick,Icebox,13581
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,DRX vs Sentinels,pick,Lotus,2
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Global Esports vs DetonatioN FocusMe,ban,Bind,278
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,TALON vs Gen.G,pick,Bind,8304
Valorant Champions 2025,Group Stage,Elimination (C),Team Liquid vs EDward Gaming,pick,Sunset,474
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,pick,Sunset,11058
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,pick,Ascent,2359
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,ban,Ascent,11479
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,Team Heretics vs Natus Vincere,ban,Sunset,1001
VCT 2025: China Stage 2,Group Stage,Week 3,Xi Lai Gaming vs FunPlus Phoenix,ban,Icebox,13581
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,ban,Fracture,2359
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),EDward Gaming vs G2 Esports,ban,Haven,11058
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,FNATIC vs Natus Vincere,pick,Fracture,2593
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,G2 Esports vs LEVIATÁN,ban,Bind,2359
Valorant Champions 2025,Playoffs,Upper Quarterfinals,FNATIC vs DRX,pick,Ascent,2593
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,pick,Abyss,8185
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,pick,Corrode,5248
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 2,GIANTX vs FNATIC,ban,Icebox,14419
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,ban,Icebox,1184
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Team Liquid vs Karmine Corp,pick,Icebox,8877
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,BBL Esports vs FUT Esports,ban,Icebox,1184
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,pick,Lotus,474
VCT 2025: Pacific Stage 1,Group Stage,Week 1,T1 vs ZETA DIVISION,ban,Pearl,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,ban,Icebox,918
VCT 2025: China Stage 1,Group Stage,Week 4,FunPlus Phoenix vs Dragon Ranger Gaming,pick,Haven,11328
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,T1 vs DRX,ban,Lotus,8185
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Nongshim RedForce vs Rex Regum Qeon,pick,Lotus,11060
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Trace Esports vs Dragon Ranger Gaming,pick,Pearl,12685
VCT 2025: Americas Stage 2,Group Stage,Week 2,2Game Esports vs G2 Esports,ban,Bind,11058
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,pick,Sunset,2359
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,ban,Sunset,7035
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,ban,Bind,14
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,pick,Corrode,8304
VCT 2025: China Stage 2,Group Stage,Week 1,EDward Gaming vs Titan Esports Club,pick,Sunset,1120
VCT 2025: China Stage 2,Group Stage,Week 4,TYLOO vs JDG Esports,ban,Icebox,13576
Valorant Masters Toronto 2025,Playoffs,Lower Round 2,Gen.G vs G2 Esports,pick,Lotus,11058
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,ban,Pearl,878
VCT 2025: China Stage 1,Group Stage,Week 5,Wolves Esports vs All Gamers,ban,Icebox,1119
VCT 2025: China Stage 1,Group Stage,Week 5,EDward Gaming vs FunPlus Phoenix,ban,Icebox,1120
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Bilibili Gaming vs Wolves Esports,ban,Fracture,13790
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,ban,Fracture,6961
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,ban,Haven,12685
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,ban,Pearl,8185
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,FURIA vs Evil Geniuses,ban,Haven,5248
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,pick,Haven,6961
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Apeks vs FNATIC,pick,Bind,2593
VCT 2025: Pacific Stage 2,Group Stage,Week 2,TALON vs DetonatioN FocusMe,ban,Haven,8304
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,pick,Bind,8304
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Xi Lai Gaming vs G2 Esports,ban,Lotus,13581
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,ban,Pearl,17
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,ban,Ascent,4915
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,pick,Ascent,466
VCT 2025: Americas Stage 1,Playoffs,Lower Final,MIBR vs G2 Esports,pick,Ascent,11058
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,BBL Esports vs GIANTX,ban,Fracture,397
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,pick,Pearl,2
Valorant Champions 2025,Playoffs,Upper Final,FNATIC vs NRG,ban,Bind,
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,pick,Corrode,2355
VCT 2025: EMEA Stage 2,Group Stage,Week 2,FUT Esports vs Team Vitality,ban,Ascent,2059
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,ban,Icebox,1184
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,ban,Corrode,14419
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,ban,Corrode,624
VCT 2025: China Stage 2,Group Stage,Week 2,Xi Lai Gaming vs Wolves Esports,ban,Icebox,13581
VCT 2025: China Stage 2,Group Stage,Week 4,Nova Esports vs Wolves Esports,ban,Ascent,12064
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,EDward Gaming vs Dragon Ranger Gaming,pick,Lotus,11981
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,ban,Split,12694
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Team Secret vs ZETA DIVISION,pick,Lotus,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 3,TALON vs Nongshim RedForce,ban,Ascent,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,pick,Lotus,624
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,pick,Fracture,8185
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,pick,Lotus,12685
VCT 2025: China Stage 1,Group Stage,Week 4,Trace Esports vs Xi Lai Gaming,ban,Haven,12685
VCT 2025: China Stage 1,Playoffs,Upper Final,Wolves Esports vs Xi Lai Gaming,ban,Haven,13790
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,ban,Bind,6199
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Gen.G vs DRX,ban,Split,8185
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,KRÜ Esports vs LOUD,pick,Haven,6961
Valorant Champions 2025,Group Stage,Opening (A),GIANTX vs Sentinels,pick,Corrode,2
Valorant Champions 2025,Group Stage,Decider (D),T1 vs G2 Esports,ban,Bind,11058
Valorant Champions 2025,Group Stage,Decider (D),T1 vs G2 Esports,ban,Haven,14
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,DRX vs TALON,ban,Icebox,8185
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,DRX vs Rex Regum Qeon,ban,Haven,8185
VCT 2025: China Stage 2,Group Stage,Week 2,Trace Esports vs EDward Gaming,pick,Sunset,1120
VCT 2025: China Stage 2,Playoffs,Lower Final,Bilibili Gaming vs EDward Gaming,pick,Ascent,1120
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,ban,Sunset,2
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,pick,Lotus,624
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,ban,Haven,624
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Team Vitality vs Karmine Corp,pick,Bind,8877
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,ban,Lotus,11058
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Gentle Mates vs BBL Esports,ban,Corrode,397
VCT 2025: Pacific Stage 2,Group Stage,Week 1,BOOM Esports vs T1,pick,Corrode,466
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,pick,Icebox,918
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,pick,Ascent,14
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs MIBR,ban,Haven,7386
VCT 2025: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs Karmine Corp,ban,Haven,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Team Vitality vs Apeks,pick,Ascent,11479
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,ban,Split,14419
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,ban,Fracture,17
VCT 2025: China Stage 1,Group Stage,Week 3,Nova Esports vs FunPlus Phoenix,pick,Split,12064
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,pick,Lotus,11058
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,ban,Bind,6199
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,ban,Fracture,2
VCT 2025: China Kickoff,Main Event,Upper Round 1,Xi Lai Gaming vs Wolves Esports,ban,Bind,13790
Valorant Champions 2025,Group Stage,Decider (B),MIBR vs Rex Regum Qeon,pick,Corrode,878
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,ban,Lotus,120
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,ban,Sunset,
